Translated,Collection
"Media | ~ | Research | ~ | Letelier del Solar, Orlando",MMDH
"Media | ~ | Research | ~ | Schneider, René",MMDH
"Media | ~ | Human Rights Violation Research | ~ | Schneider, René",MMDH
Investigation,MMDH
Media | ~ | Information concealment,MMDH
Media | ~ | Information concealment,MMDH
Media | ~ | Information concealment,MMDH
"Media | ~ | Powell, Colin",MMDH
Media | ~ | Research,MMDH
Investigation,MMDH
"Allende, Isabel | ~ | feminism | ~ | Exile | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel",MMDH
"Allende, Isabel | ~ | feminism | ~ | Exile | ~ |",MMDH
"Allende, Isabel | ~ | feminism | ~ | Exile | ~ |",MMDH
"Allende, Isabel | ~ | feminism | ~ | Exile | ~ | Interview",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Employment contract | ~ | Allende, Isabel | ~ | Verdugo, Patricia",MMDH
"Letters | ~ | Verdugo, Patricia | ~ | Allende, Isabel",MMDH
"Letters | ~ | Verdugo, Patricia | ~ | Allende, Isabel",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Letters | ~ | Verdugo, Patricia",MMDH
"Interview | ~ | Allende, Isabel | ~ | Politica | ~ | exile | ~ | feminism",MMDH
"Human rights violation | ~ | dictatorship | ~ | coup d'etat | ~ | Galeano, Eduardo",MMDH
"ALLENDE, Isabel | ~ | Politics | ~ | Exile | ~ | Feminism",MMDH
"Allende, Isabel | ~ | feminism | ~ | exile | ~ | Politica | ~ | Interview",MMDH
"Allende, Isabel | ~ | Interview",MMDH
"ALLENDE, Isabel | ~ | Feminism | ~ | Exile | ~ | Politics | ~ |",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Communication media|~Pitinoche ugarte, Augusto José Ramon||roessner Matiuda, Alfredo",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Failment to Treasury",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón l Armed Forces L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
"Media | ~ | Ugarte Pinochet, Augusto José Ramón L Justice | ~ | Research",MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Carta | ~ | Political socket,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Human Rights,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Exile | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Letter | ~ | Dictatorship | ~ | Research,MMDH
Churches | ~ | Human Rights Ombudsman | ~ | Social Doctrine of the Church | ~ | Letters,MMDH
Letter | ~ | Identity Documents,MMDH
Letter | ~ | Criminal Background,MMDH
Letter | ~ | Human Rights,MMDH
Letter | ~ | Human Rights | ~ | Politica | ~ | Human Rights Defcessor,MMDH
Paper,MMDH
Carta | ~ | Politics | ~ | Machism | ~ | son -in -law,MMDH
Letter | ~ | dictatorship | ~ | Information manipulation,MMDH
Repression agent | ~ | Collaborator with repression | ~ | Responsible for Human Rights Violation,MMDH
Letter | ~ | exonerated | ~ | Policing Politics | ~ | Documents,MMDH
Repression agent | ~ | Political murder | ~ | illegal trade of weapons | ~ | Responsible for Human Rights Violation,MMDH
Letter | ~ | International Cooperation,MMDH
Letter | ~ | International Cooperation,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure | ~ | prison conditions,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure | ~ | prison conditions,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure | ~ | prison conditions,MMDH
Letter | ~ | Political dam | ~ | Detention enclosure | ~ | prison conditions,MMDH
Letter | ~ | Information declassification | ~ | dictatorship | ~ | coup d'etat,MMDH
Paper,MMDH
Paper,MMDH
Paper,MMDH
Paper,MMDH
Paper,MMDH
Relatives of missing detainees | ~ | Letter,MMDH
"Media | ~ | Armed Forces | ~ | Military Justice | ~ | Judicial Process L Cheyre Espinosa, Juan Emilio",MMDH
Media | ~ | Armed Forces | ~ | Military Justice | ~ | Judicial Process,MMDH
"Media | ~ | Armed Forces | ~ | Democracy L Cheyre Espinosa, Juan Emilio",MMDH
Media | ~ | Armed Forces | ~ | Military Justice | ~ | Judicial Process,MMDH
Media | ~ | Armed Forces | ~ | Military Justice | ~ | Judicial Process,MMDH
Media | ~ | Armed Forces | ~ | Interview,MMDH
Media | ~ | Armed Forces | ~ | Interview,MMDH
Media | ~ | dictator | ~ | Judicial Process,MMDH
"Media | ~ | Armed Forces | ~ | National Intelligence Central, CNI L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces | ~ | National Intelligence Central, CNI",MMDH
"Media | ~ | Armed Forces | ~ | National Intelligence Directorate, Dina",MMDH
"Communication media|~Difuero||ugarte Pinochet, Augusto Ramón l Judge",MMDH
"Communication media|~Democracy||Ugarte pinochet, Augusto José Ramon L Cheyre Espinosa, Juan Emilio",MMDH
"Communication media|~ jeria, Michelle||~ l cheyre spinosa, Juan Emilio",MMDH
Media | ~ | Armed Forces,MMDH
Media | ~ | Armed Forces | ~ | Democracy,MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces | ~ | Judicial Process | ~ | National Intelligence Central, CNI L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces | ~ | Human Rights Violation | ~ | National Intelligence Central, CNI L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces | ~ | Human Rights Violation | ~ | National Intelligence Central, CNI L Cheyre Espinosa, Juan Emilio",MMDH
"Communication media|~ l Cheyre spinosa, Juan Emily|~|ugarte Pinochet, Augusto Ramón l the Judge",MMDH
"Communication media|~ l Cheyre spinosa, Juan Emily|~|ugarte Pinochet, Augusto Ramón l the Judge",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio L Human Rights Violation",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
"Media | ~ | Armed Forces L Cheyre Espinosa, Juan Emilio",MMDH
